,Train,Test
0,1.2017811105880318,0.8757008335762121
1,0.5009427472104803,0.5587926373687828
2,0.30263015750029315,0.4494318436336393
3,0.21339159161122045,0.3869995687981987
4,0.16108056085916594,0.3357381419601427
