pruned_model,pruned_size_kb,quantized_model,quantized_size_kb,compression_ratio,size_reduction_kb,size_reduction_percent,baseline_accuracy,baseline_recall,baseline_precision,baseline_f1,quantized_accuracy,quantized_recall,quantized_precision,quantized_f1,accuracy_drop,recall_drop,precision_drop,f1_drop,final_train_loss,final_val_loss,qat_epochs,learning_rate,random_seed
outputs/pruning/ema_s06_prune40pct_seed42/pruned_final.pt,43.1953125,outputs/quantization/qat_s06_seed42/quantized_model.pt,19.41015625,2.225397464278527,23.78515625,55.06420690902514,0.9574903238005564,0.871334719843959,0.9303416698149707,0.8998719224830918,0.9564599966813434,0.8783556682531634,0.918692458513877,0.8980713607530463,0.0010303271192130259,-0.007020948409204308,0.011649211301093643,0.0018005617300455024,0.09811652965662696,0.15395315847146096,5,1e-05,42
