epoch,train_loss,val_loss,val_accuracy,val_recall,val_precision
1,0.10012314391470223,0.15745085397086298,0.955877302318043,0.8725687566986589,0.9220457229889595
2,0.09942821870078289,0.15678185459525829,0.9566027760948673,0.8745773291775626,0.9235250254224034
3,0.09878089870384332,0.15529820555038581,0.9565063035181619,0.8735815876194135,0.9230959979548887
4,0.09848022897667959,0.15418618322250183,0.9568188746666872,0.8754274699979225,0.9223896520294312
5,0.09811652965662696,0.15395315847146096,0.9564599966813434,0.8783556682531634,0.918692458513877
