epoch,loss,cumulative_epoch,iteration
1,0.0994836804916697,1,1
2,0.09520150352886128,2,1
3,0.09433968857642916,3,1
1,0.0986406148123156,4,2
2,0.09502938431116081,5,2
3,0.09423071424934974,6,2
1,0.09957449719687596,7,3
2,0.09781455471859965,8,3
3,0.09718258381764044,9,3
4,0.09711410469525678,10,3
