iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9619822385881338,0.8956293766138199,0.9535372053069737,106.36328125,13897
2,0.1,64,52,0.9630989529036339,0.9011145369342011,0.9506753925004162,106.36328125,13897
3,0.1,64,47,0.9595120382509992,0.8904746677209644,0.949290242409532,106.36328125,13897
