,Accuracy,Recall,Precision
0,0.9163530587279501,0.7248783934296585,0.9245404012585782
1,0.9382651488976252,0.8078835700135929,0.9506026559102405
2,0.9429295806213639,0.8216181908715358,0.9558601542369122
3,0.9453808585542596,0.8306249845041114,0.9565589347046233
4,0.9489200369792785,0.8470161173290778,0.952990417218075
5,0.9478414746888044,0.8587986507543193,0.9383791801262543
6,0.9461699365936108,0.8588646837007182,0.9317139606247296
7,0.9476547106558219,0.8606702225754855,0.935182411144789
8,0.9503207672266475,0.8539240148088737,0.949976256352824
9,0.9482009954522957,0.8567598498297544,0.9394197287342783
