epoch,loss,cumulative_epoch,iteration
1,0.09954766369936521,1,1
2,0.09517897873485646,2,1
3,0.09449960053342507,3,1
1,0.09876503375077264,4,2
2,0.09500036177755522,5,2
3,0.09423363427354593,6,2
1,0.099722205841871,7,3
2,0.09772547218535524,8,3
3,0.09710440385353607,9,3
4,0.09702744150879228,10,3
