iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.963512603646895,0.891529911045015,0.950530668797662,106.36328125,13897
2,0.1,64,52,0.9641305651119249,0.8950968494093644,0.9507265681827507,106.36328125,13897
3,0.1,64,47,0.9635079919941709,0.8904348593184249,0.9523822843240877,106.36328125,13897
