,Accuracy,Recall,Precision
0,0.9185540669957911,0.7827376768139758,0.8912936906775204
1,0.9373650489622685,0.8446615082736955,0.9107525042818765
2,0.9517445127273627,0.8766264640888519,0.932593754646325
3,0.9564764129439911,0.8831172510362524,0.9457350579489233
4,0.9572786096199991,0.8842890841400399,0.9473923840463332
5,0.9625158584034519,0.8989459881094006,0.9541988668263779
6,0.9609043972393125,0.8941877872287881,0.9488900071615536
7,0.9633463263279536,0.900883640859686,0.9513947640997946
8,0.9631307580581893,0.9026918998445019,0.9470716772559447
9,0.96166418704258,0.8908639017356326,0.9519150175834529
