,Accuracy,Recall,Precision
0,0.9056501969175713,0.6727339557594579,0.8749114348261271
1,0.9452274005958256,0.8275106321152228,0.9309371531871944
2,0.9511487626935741,0.8432953303938188,0.94635239496454
3,0.9592145433080307,0.8758172828949565,0.9494998013198372
4,0.9586842032447589,0.869631557508758,0.9542321774672953
5,0.9600215825347488,0.8768932145605494,0.9514717963991141
6,0.9626087197129707,0.8871874463941716,0.9530733737522589
7,0.9619815349424927,0.8842649348415759,0.9532967682559613
8,0.9625810497966261,0.8909228684982997,0.949388919209829
9,0.9604135730162976,0.8781863514607708,0.9532641403664772
