iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9643150312208889,0.8996926237561109,0.9471364239963342,106.36328125,13897
2,0.1,64,52,0.960473524501711,0.876992215868162,0.9539435007758896,106.36328125,13897
3,0.1,64,47,0.9607732819287776,0.8805372922310006,0.94885275829204,106.36328125,13897
4,0.1,64,42,0.9604181846690217,0.879796916574269,0.9483919583149367,106.36328125,13897
5,0.1,64,38,0.9532009481558,0.8461292485390288,0.946182039786513,106.36328125,13897
