,Train,Test
0,0.5499247934701775,0.29599304559018697
1,0.20087503045098862,0.19186506392068745
2,0.15212012689048185,0.15188936827422359
3,0.13246434091475823,0.14486984998964964
4,0.12186080854538545,0.1355946106817238
5,0.11508466554847724,0.12631125279226005
6,0.1105908604968134,0.11952790399319714
7,0.10714166996083604,0.12136147481846349
8,0.1043115814181955,0.11701066408723518
9,0.10206210156800198,0.12635944711880395
