,Accuracy,Recall,Precision
0,0.9376787154483467,0.77990480445538,0.8996258722804032
1,0.9470404142918334,0.8387736037711372,0.9074725523414783
2,0.950640770854477,0.8657574287751771,0.9045701038352032
3,0.9541639493557561,0.8675544338843156,0.9179861726489218
4,0.9557345229045192,0.871107550856854,0.921450165226313
5,0.9563519473954334,0.8750763037933702,0.9194953391407259
6,0.9584627673737464,0.8685298642652478,0.9358790709081198
7,0.958528368725906,0.8734397710073895,0.9319272247082967
8,0.9602455805912611,0.8822701793674937,0.9320656613391796
9,0.9592152534720481,0.8757984446802404,0.9317528780338545
