,Accuracy,Recall,Precision
0,0.9128997149998617,0.6944676898147861,0.8940446298085302
1,0.9413490006548547,0.7977185903189173,0.9401219891823711
2,0.949580800767379,0.8305931942826239,0.946801099350657
3,0.9557558037649533,0.855908548927436,0.9533442767779334
4,0.9567611440588077,0.8605392156198988,0.953206334224755
5,0.9589009509227917,0.8700002402903666,0.9522191415739364
6,0.9595327473459938,0.8709755829251609,0.9547413948450678
7,0.9625994964075225,0.8926591515156597,0.9465246387762729
8,0.9607179420960884,0.8781316584072897,0.9517297908645521
9,0.9630791082908293,0.890347553271291,0.9505931802587604
