,Accuracy,Recall,Precision
0,0.9011425118297506,0.7306351060404557,0.8647419561702078
1,0.9318592233181258,0.8413222353969596,0.8838563528852701
2,0.9450159555858686,0.8602607875425143,0.9135102322769795
3,0.9511084096362551,0.871207096143318,0.9320623858109565
4,0.9515854869545858,0.8728337753081863,0.9291643389260574
5,0.9584801376809802,0.8923975668769962,0.9401235056061175
6,0.9544161457100148,0.8760217494581631,0.9435236555379577
7,0.9593353429479138,0.8868098890550803,0.951006797914614
8,0.9623745021609835,0.8991018671119153,0.9507199142160194
9,0.9640672431645422,0.9046585872567106,0.9511867152992858
