epoch,loss,cumulative_epoch,iteration
1,0.10262076851754859,1,1
2,0.09806996576786693,2,1
3,0.09776738268325047,3,1
1,0.10150945807160178,4,2
2,0.0998279216163118,5,2
3,0.09933232965752097,6,2
1,0.10495823292297848,7,3
2,0.10243215135266928,8,3
3,0.10197253870661939,9,3
1,0.11015247063009098,10,4
2,0.10731925461113903,11,4
3,0.10711977044693606,12,4
4,0.1068351091947056,13,4
