iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.962052916709368,0.8971445559037177,0.9518739112035337,106.36328125,13897
2,0.1,64,52,0.9580171959868963,0.8855580270317331,0.9439988026740783,106.36328125,13897
3,0.1,64,47,0.9607948461513997,0.89231620387455,0.9534521684890708,106.36328125,13897
4,0.1,64,42,0.9578122294353172,0.8834717781471273,0.9497378167751698,106.36328125,13897
