pruned_model,pruned_size_kb,quantized_model,quantized_size_kb,compression_ratio,size_reduction_kb,size_reduction_percent,baseline_accuracy,baseline_recall,baseline_precision,baseline_f1,quantized_accuracy,quantized_recall,quantized_precision,quantized_f1,accuracy_drop,recall_drop,precision_drop,f1_drop,final_train_loss,final_val_loss,qat_epochs,learning_rate,random_seed
outputs/pruning/ema_s03_prune40pct_seed42/pruned_final.pt,43.1953125,outputs/quantization/qat_s03_seed42/quantized_model.pt,19.41015625,2.225397464278527,23.78515625,55.06420690902514,0.9627885741692107,0.8937173268610378,0.9440262352531136,0.9181831685880186,0.961727894042667,0.8854051535371947,0.9477564962775225,0.9155204464827339,0.0010606801265437005,0.008312173323843042,-0.0037302610244088763,0.0026627221052847316,0.10051659634264878,0.11852250666642172,5,1e-05,42
