epoch,train_loss,val_loss,val_accuracy,val_recall,val_precision
1,0.1026722783759089,0.1211098341818102,0.960252165170954,0.8754398038811333,0.9514519555680965
2,0.10190388830358274,0.12340101927930834,0.9599016795639221,0.8786962470260121,0.9455006631606224
3,0.10137637775098983,0.1228709905076293,0.9596849318858892,0.8744176114684356,0.952191266282294
4,0.10064149949949355,0.12004086897081498,0.9608101751505704,0.8800794014923303,0.9500558397798204
5,0.10056418215432514,0.11818528367022156,0.9618062921389767,0.8853974196879022,0.9483049045150616
