,Accuracy,Recall,Precision
0,0.914680905952158,0.7441723503660472,0.8842833794797947
1,0.9426411707124002,0.8470753797209298,0.9140962645351405
2,0.9498609407964718,0.8684238576856622,0.9268318533232536
3,0.9496948472115714,0.8639514705442386,0.934231971113455
4,0.951023595890774,0.8659528093427268,0.9380171616526931
5,0.9540415516674736,0.8744266839374903,0.9421820002350518
6,0.9573810928957887,0.8849967268764626,0.9443122666793424
7,0.960861990366572,0.8944245646606754,0.9495960190310921
8,0.9568156679259152,0.8782435305553399,0.9463635249001048
9,0.9587840536022871,0.8892356966626849,0.9416762279365427
