iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.961215380972743,0.894073140424928,0.9494097496109575,106.36328125,13897
2,0.1,64,52,0.9602612263360816,0.8940834978112531,0.9441218923636001,106.36328125,13897
3,0.1,64,47,0.9588865368780767,0.887902407930017,0.9477023853180946,106.36328125,13897
4,0.1,64,42,0.959102105147841,0.893921340251387,0.9447164390670887,106.36328125,13897
5,0.1,64,38,0.9561583613984374,0.881028769268441,0.9448095844359388,106.36328125,13897
