,Accuracy,Recall,Precision
0,0.9150072402947769,0.7040352976819141,0.8875221875073555
1,0.9420223019525737,0.8025137490101173,0.9308365783625231
2,0.9528550742014923,0.8424584382101111,0.949549280395472
3,0.9557050755849882,0.8523163898123507,0.9534114915620459
4,0.9600031359238523,0.8738261468898374,0.9520140982308389
5,0.9616448842936332,0.8783020801553387,0.9567349329878473
6,0.9627009527674528,0.8849009477565615,0.9542276348577856
7,0.963069884985381,0.8853296572514626,0.9559719851651461
8,0.9611007092721889,0.8770725304170119,0.9565190104635846
9,0.9623043506331799,0.8835770876265749,0.955150526152386
